created_time,id,pre_processed_message,message_min_processed,shares,status_type,full_picture,reactions_like,reactions_haha,reactions_wow,reactions_sad,reactions_angry,reactions_love,has_textual_message
2017-09-01T17:36:59+0000,904277726319518_1522529067827711,unicamp sisu cri sisu tinh expect ced tard tod instituico adot model seleca unic mund unicamp tremend univers vai melhor aind abrindos tod pais enquant exist vestibul nao ha reform ensin medi possivel,unicamp no sisu quando criamos o sisu em 2009 tinhamos a expectativa de que mais cedo ou mais tarde todas as instituicoes adotariam esse modelo de selecao unico no mundo . a unicamp e uma tremenda universidade e vai melhorar ainda mais abrindo-se para todo o pais . enquanto existir vestibular nao ha reforma do ensino medio possivel .,104,shared_story,None,988,2,13,0,0,142,True
2017-08-30T17:51:17+0000,904277726319518_1330458123701474,val pen assist minidoc noi abord program brac abert perspect beneficiari vid uns min aul,vale a pena assistir ao minidoc `` noia '' que abordou o programa de bracos abertos da perspectiva dos beneficiarios . o video tem uns 15min mas e uma aula .,250,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQBHDWSzTwY-J5aE&url=http%3A%2F%2Fs3-sa-east-1.amazonaws.com%2Fapublica-files-main%2Fwp-content%2Fuploads%2F2016%2F12%2F08173325%2Fnoia-frame.jpg&_nc_hash=AQCVAfh0eXeNnBas,1456,1,6,34,0,87,True
2017-08-30T12:05:08+0000,904277726319518_1520320211381930,fim bolsatrabalh cracolanc produz enorm retrocess troc program dand cert brac abert segund avaliaca extern program total ineficaz conform avaliaca ministeri public defensor,o fim da bolsa-trabalho na cracolancia produziu mais um enorme retrocesso . trocamos um programa que estava dando certo o de bracos abertos segundo uma seria avaliacao externa ( https : //goo.gl/5hmhbh ) por um programa totalmente ineficaz conforme avaliacao do ministerio publico e da defensoria .,528,shared_story,None,1985,4,6,524,185,7,True
2017-08-28T22:30:27+0000,904277726319518_1518926468187971,viv debat renovaca polit brasileir particip nest moment debat promov epoc insper sobr reform polit renovaca polit brasileir president cam deput rodrig mai outr convid mand pergunt comentari compartilh red,ao vivo - debate : a renovacao da politica brasileira participo neste momento do debate promovido pela epoca e insper sobre a reforma politica e a renovacao na politica brasileira . o presidente da camara dos deputados rodrigo maia e o outro convidado . mandem suas perguntas nos comentarios e compartilhem nas suas redes .,241,added_video,https://scontent-gru1-1.xx.fbcdn.net/v/t15.5256-10/p1080x2048/21201297_1519058864841398_7439584535852875776_n.jpg?_nc_cat=104&_nc_sid=ad6a45&_nc_ohc=Ic--tTR7PL8AX9jJOJC&_nc_ht=scontent-gru1-1.xx&_nc_tp=6&oh=8e2f173f79e19fdb6c541221e9ef9824&oe=5EAEE228,655,7,6,1,8,95,True
2017-08-28T14:10:47+0000,904277726319518_1518638588216759,bom dia compartilh voc entrev dei el pais faz tod gest necessari oferec altern regener acontec democrac brasileir esforc colet vai demand temp muit energ reflexa critic pais altern nao aventur coloc hoj recri ambient pesso valoriz faz polit colabor pais,bom dia ! compartilho com voces a entrevista que dei ao el pais . temos que fazer todos os gestos necessarios para oferecer uma alternativa regeneradora do que aconteceu com a democracia brasileira . e um esforco coletivo que vai demandar tempo muita energia reflexao critica para que o pais tenha uma alternativa em 2018 que nao seja a aventura que esta colocada hoje . e temos que recriar um ambiente em que as pessoas valorizem fazer politica e colaborar com o pais .,323,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQCShZBzsyaIoFif&url=https%3A%2F%2Fep00.epimg.net%2Fbrasil%2Fimagenes%2F2017%2F08%2F27%2Fpolitica%2F1503870830_528061_1503922749_rrss_normal.jpg&_nc_hash=AQCzBFob2GHzjlo5,2814,7,12,41,10,236,True
2017-08-27T13:38:50+0000,904277726319518_1517843151629636,premi internacional gesta sp parabeniz tod servidor educaca prefeitur sao paul ajud gesta ganh oitav premi internacional agor are alimentaca escol temp restrica merend gratific reconhec trabalh world food programm maior agenc humanit mund lig naco unid,mais um premio internacional da nossa gestao em sp parabenizo a todos os servidores da educacao da prefeitura de sao paulo que ajudaram a nossa gestao a ganhar seu oitavo premio internacional agora na area de alimentacao escolar . em tempos de restricao de merenda e muito gratificante o reconhecimento de nosso trabalho pelo world food programme maior agencia humanitaria do mundo ligada as nacoes unidas .,86,mobile_status_update,https://scontent-gru1-1.xx.fbcdn.net/v/t31.0-8/s720x720/21122625_1364805923635179_5436571416760773736_o.png?_nc_cat=108&_nc_sid=8024bb&_nc_ohc=mHz7dDg-sgQAX-5UsFQ&_nc_ht=scontent-gru1-1.xx&oh=c3b29fa948d6ff0073308b989ba9e20c&oe=5EAC36BB,2099,3,29,1,0,384,True
2017-08-26T15:55:32+0000,904277726319518_1517092388371379,ness entrev dei diari notic portugal coment sobr perspect brasil avanc extrem intoleranc desmont polit sucess sp necess constru agend verdadeir republican pais boa leitur,nessa entrevista que dei ao diario de noticias de portugal comento sobre as perspectivas para o brasil em 2018 o avanco do extremismo e da intolerancia o desmonte de politicas de sucesso em sp e a necessidade de se construir uma agenda verdadeiramente republicana em nosso pais . boa leitura .,389,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQBGoDCLkzM92jN5&url=http%3A%2F%2Fstatic.globalnoticias.pt%2Fdn%2Fimage.aspx%3Fbrand%3DDN%26type%3Dgenerate%26name%3Doriginal%26w%3D750%26h%3D500%26id%3D8728351%26t%3D20170826000600&_nc_hash=AQCbUM8JXxxuRbB_,4201,11,19,9,3,472,True
2017-08-25T15:09:13+0000,904277726319518_1516207348459883,caminh maranha seminari govern flavi din pcdobm prefeit sao luis edivald holand junior pdtma prefeit macap cleci luis redeap exprefeit bel deput federal edmilson rodrigu psolp acompanh pagin part h,estou a caminho do maranhao para um seminario com o governador flavio dino ( pcdob-ma ) o prefeito de sao luis edivaldo holanda junior ( pdt-ma ) o prefeito de macapa clecio luis ( rede-ap ) e o ex-prefeito de belem e deputado federal edmilson rodrigues ( psol-pa ) . acompanhem na nossa pagina a partir das 18h30 .,18,added_photos,https://scontent-gru1-1.xx.fbcdn.net/v/t31.0-8/s720x720/21125376_1516207348459883_7861103175922218076_o.jpg?_nc_cat=101&_nc_sid=2d5d41&_nc_ohc=hqMOuyNXqgAAX-vtQ5X&_nc_ht=scontent-gru1-1.xx&_nc_tp=7&oh=8d7edef5c6570bc7770b42e62faba3f1&oe=5EAF5E41,365,1,4,0,0,34,True
2017-08-22T21:13:33+0000,904277726319518_1513989135348371,boa noit pouc entrev dei bbc brasil,boa noite ! mais um pouco da entrevista que dei a bbc brasil .,854,added_video,https://scontent-gru2-2.xx.fbcdn.net/v/t15.5256-10/21033986_1513990428681575_5122093450778378240_n.jpg?_nc_cat=100&_nc_sid=ad6a45&_nc_ohc=BbWZy2TKjCEAX8TdzvV&_nc_ht=scontent-gru2-2.xx&oh=90ff610b8959403a1349378ba6b612de&oe=5EAECDB7,4083,25,18,1,1,681,True
2017-08-21T18:16:26+0000,904277726319518_1513070298773588,ness entrev dei bbc afirm polarizaca dificult autocrit tud transform brig facca pais nao avanc boa leitur,nessa entrevista que dei a bbc afirmo que a polarizacao dificulta a autocritica . tudo se transforma em briga de faccao e o pais nao avanca . boa leitura .,503,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQCEdUT_pBm8tkwJ&url=https%3A%2F%2Fichef.bbci.co.uk%2Fimages%2Fic%2F1024x576%2Fp05cxryz.jpg&_nc_hash=AQD2h8OhR5cschpX,4858,5,12,47,9,265,True
2017-08-20T13:22:09+0000,904277726319518_1512052458875372,bom dia compartilh entrev dei correi braziliens tec institucional pais esgarc precis ser recuper ter alianc tod mund compreensa estad democrat direit jog,bom dia ! compartilho entrevista que dei ao correio braziliense . o tecido institucional do nosso pais esta esgarcado e precisa ser recuperado . temos que ter uma alianca com todo mundo que tenha a compreensao de que o estado democratico de direito esta em jogo .,279,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?url=http%3A%2F%2Fimgsapp2.correiobraziliense.com.br%2Fapp%2Fnoticia_127983242361%2F2017%2F08%2F20%2F619113%2F20170819211020798377a.jpg&_nc_hash=AQC3ine40Nr5C5rG,2830,4,10,0,3,194,True
2017-08-18T19:42:33+0000,904277726319518_1510614149019203,compartilh voc entrev conced program esfer public radi guaib port alegr,compartilho com voces a entrevista que concedi ao programa esfera publica da radio guaiba de porto alegre .,69,added_video,https://scontent-gru1-1.xx.fbcdn.net/v/t15.5256-10/p1080x2048/20935963_1510647802349171_4059804320281919488_n.jpg?_nc_cat=103&_nc_sid=ad6a45&_nc_ohc=t2QwWe8hJfIAX_tvD-o&_nc_ht=scontent-gru1-1.xx&_nc_tp=6&oh=0399be28f2419040634a4b905d4abd63&oe=5EAD3CDD,595,1,2,0,0,91,True
2017-08-18T13:08:41+0000,904277726319518_1510319472382004,fim controlador geral municipi controlador geral municipi cri mim orga combat corrupca responsavel desbarat maf iss maf theatr municipal dentr outr aco recuper centen milho rea orga send desmont primeir moviment retir status secret diret lig gabinet prefeit agor demit quadr tecnic nom ali retirandolh autonom tem fez plan federal govern estad jam controlador autonom status secret retroced pen,o fim da controladoria geral do municipio a controladoria geral do municipio criada por mim orgao de combate a corrupcao foi a responsavel pelo desbaratamento da mafia do iss e da mafia do theatro municipal dentre outras acoes em que recuperou centenas de milhoes de reais . esse orgao esta sendo desmontado . num primeiro movimento retiraram dele o status de secretaria diretamente ligada ao gabinete do prefeito ( https : //goo.gl/7mptus ) . e agora demitem um quadro tecnico para nomear um aliado retirando-lhe a autonomia . temer fez o mesmo no plano federal . no governo do estado jamais tivemos uma controladoria autonoma com status de secretaria . estamos retrocedendo . pena .,1733,shared_story,None,3270,12,51,901,997,6,True
2017-08-17T13:13:18+0000,904277726319518_1509447039135914,comissa desenvolv urban cam deput brasil audienc public sobr mobil ativ,estou na comissao de desenvolvimento urbano da camara dos deputados em brasilia na audiencia publica sobre mobilidade ativa .,37,added_video,https://scontent-gru2-2.xx.fbcdn.net/v/t15.5256-10/p1080x2048/20955841_1509618439118774_8645131561773039616_n.jpg?_nc_cat=105&_nc_sid=ad6a45&_nc_ohc=1wsWOIoGsIkAX8SsUT-&_nc_ht=scontent-gru2-2.xx&_nc_tp=6&oh=aa65f54345785254e7445fbbdd5dc08d&oe=5EAC64A2,284,0,3,1,0,61,True
2017-08-16T17:03:50+0000,904277726319518_1508739439206674,agenc independent factchecking agenc lup agenc public analis respect questa financ public manutenca semafor cidad sao paul primeir atest entregu financ caix bilho rea pagament curt praz sao definica previsiv qualqu gestor public experient sab ordem grandez nao hav surpres portant segund deix patent apaga semafor nao nad ver gesta questa demor mes ser resolv gesta atual qualqu outr afirmaca contrari posverdad,as agencias independentes de fact-checking agencia lupa e agencia publica analisaram respectivamente a questao das financas publicas e da manutencao dos semaforos na cidade de sao paulo . a primeira atesta que entreguei as financas com um caixa de 5 3 bilhoes de reais . os pagamentos de curto prazo sao por definicao previsiveis e qualquer gestor publico experiente sabe que eles tem essa ordem de grandeza . nao haveria surpresa portanto ( https : //goo.gl/zteb4t ) . a segunda deixa patente que o apagao de semaforos nao tem nada a ver com minha gestao e que a questao demorou meses para ser resolvida na gestao atual ( https : //goo.gl/rvzdec ) . qualquer outra afirmacao em contrario e pos-verdade .,392,mobile_status_update,None,2677,11,10,1,0,217,True
2017-08-15T13:16:08+0000,904277726319518_1507730052640946,agor rod viv seman xi agost faculdad direit usp larg sao francisc,estou agora no roda viva da semana do xi de agosto na faculdade de direito da usp - largo sao francisco .,774,added_video,https://scontent-gru1-1.xx.fbcdn.net/v/t15.5256-10/p640x640/20884317_1507847562629195_8047524490743119872_n.jpg?_nc_cat=108&_nc_sid=ad6a45&_nc_ohc=xCyh1BYIQHUAX8S6BV3&_nc_ht=scontent-gru1-1.xx&_nc_tp=6&oh=34932070999646ebe65caa4e24a9a8f3&oe=5EAE12CC,1717,6,9,4,0,471,True
2017-08-14T15:21:19+0000,904277726319518_1506911076056177,imprens cobr lealdad dor govern cri nao cobr lealdad cidad promet govern quatr anos eleg,nossa imprensa cobra lealdade de doria ao governador que o criou mas nao cobra lealdade a cidade que ele prometeu governar por quatro anos e que o elegeu .,382,mobile_status_update,None,6275,27,15,297,47,227,True
2017-08-11T18:18:29+0000,904277726319518_1504196262994325,unicap fal sobr retom democrac projet naca,estou na unicap falando sobre a retomada da democracia em um projeto de nacao,0,shared_story,https://scontent-gru2-1.xx.fbcdn.net/v/t15.5256-10/p843x403/20797661_1128112343956753_2408751881619767296_n.jpg?_nc_cat=107&_nc_sid=ad6a45&_nc_ohc=YOC0oGmI8ZYAX9uW73E&_nc_ht=scontent-gru2-1.xx&_nc_tp=6&oh=2582052977e6c377f3f9a397489c3ae2&oe=5EAFAFDF,984,1,5,0,0,123,True
2017-08-11T16:35:37+0000,904277726319518_1504132216334063,viv program resenh polit ne,estou ao vivo no programa resenha politica do ne10 .,0,shared_story,https://scontent-gru2-1.xx.fbcdn.net/v/t15.5256-10/p1080x2048/20797483_1635349593193691_4543382230101131264_n.jpg?_nc_cat=109&_nc_sid=ad6a45&_nc_ohc=LP82AayRY-sAX-aLzBG&_nc_ht=scontent-gru2-1.xx&_nc_tp=6&oh=5f2591238aa3efb8df33a9ed9c08eb69&oe=5EACE602,520,0,2,0,0,51,True
2017-08-11T14:47:12+0000,904277726319518_1504059736341311,viv fal sobr cris polit democrac associaca docent ufpe recif,estou ao vivo falando sobre crise politica e democracia na associacao dos docentes da ufpe no recife .,0,shared_story,https://scontent-gru1-1.xx.fbcdn.net/v/t15.5256-10/p640x640/20797566_1515143248544698_6418732949180514304_n.jpg?_nc_cat=104&_nc_sid=ad6a45&_nc_ohc=1nAEU_h81bIAX9iQuJr&_nc_ht=scontent-gru1-1.xx&_nc_tp=6&oh=b2aac436bb3df37dce8d2b8d799c10cc&oe=5EAD7DCA,650,0,4,0,0,69,True
2017-08-07T22:49:49+0000,904277726319518_1500670070013611,particip agor mes abertur seman econom unicamp,participo agora da mesa de abertura da semana de economia da unicamp,161,added_video,https://scontent-gru2-1.xx.fbcdn.net/v/t15.5256-10/p1080x2048/20710862_1500763473337604_4558956206718189568_n.jpg?_nc_cat=111&_nc_sid=ad6a45&_nc_ohc=n0kG1Bcc2bcAX86hEPq&_nc_ht=scontent-gru2-1.xx&_nc_tp=6&oh=4e51a05ef43f3f2739841b8df9abd1c2&oe=5EAEC688,1153,1,12,2,1,208,True
2017-08-07T17:29:17+0000,904277726319518_1500460280034590,hoj h particip mes abertur seman econom unicamp voc pod acompanh viv pagin,hoje as 19h00 participo da mesa de abertura da semana de economia da unicamp . voces podem acompanhar ao vivo em nossa pagina .,51,added_photos,https://scontent-gru2-1.xx.fbcdn.net/v/t1.0-0/p180x540/20638396_1500460280034590_6324607007492304169_n.jpg?_nc_cat=107&_nc_sid=2d5d41&_nc_ohc=fa62Rbe9iRAAX8owr5i&_nc_ht=scontent-gru2-1.xx&_nc_tp=6&oh=03ca86b58d47fb6dced906e70f5e3850&oe=5EAF8841,877,0,7,0,0,80,True
2017-08-05T00:22:06+0000,904277726319518_1497518800328738,continuaca aul inaugural institut dom jos gom idjg chapec sc curs posgraduaca esquerd secul xxi,continuacao da aula inaugural no instituto dom jose gomes - idjg em chapeco ( sc ) no curso de pos-graduacao `` a esquerda no seculo xxi '' .,67,added_video,https://scontent-gru2-1.xx.fbcdn.net/v/t15.5256-10/p1080x2048/20642807_1497584086988876_5975115616946749440_n.jpg?_nc_cat=111&_nc_sid=ad6a45&_nc_ohc=Xr1GNuA4650AX_bGbu8&_nc_ht=scontent-gru2-1.xx&_nc_tp=6&oh=d5415bf95ed7dd3882bce3cf621b331b&oe=5EAECEB4,534,3,1,0,1,94,True
2017-08-04T23:28:13+0000,904277726319518_1497463580334260,chapec sc institut dom jos gom idjg aul inaugural curs esquerd secul xxi,estou em chapeco ( sc ) no instituto dom jose gomes - idjg na aula inaugural do curso `` a esquerda no seculo xxi '' .,208,added_video,https://scontent-gru2-2.xx.fbcdn.net/v/t15.5256-10/p1080x2048/20642816_1497522693661682_6947576348260958208_n.jpg?_nc_cat=106&_nc_sid=ad6a45&_nc_ohc=GxpL9igZfH4AX_oM8IM&_nc_ht=scontent-gru2-2.xx&_nc_tp=6&oh=e4fda9fee4b57bc7013b6c7b2a463f0e&oe=5EAD976A,1160,9,6,2,1,213,True
2017-08-01T20:39:00+0000,904277726319518_1494003407346944,reformul complet enem acab vestibul brasil nao imaginav pud acontec univers portugues oficializ parc inep usar not enem metod seleca estud brasil,quando reformulamos completamente o enem em 2009 para acabar com o vestibular no brasil nao imaginavamos que isso pudesse acontecer : 26 universidades portuguesas oficializaram a parceria com o inep para usar a nota do enem como metodo de selecao de estudantes do brasil .,1804,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQB3r30nXLH_3o2O&url=https%3A%2F%2Fs2.glbimg.com%2FZaW49lJaZa5BEBcFrU9kMyhCrbw%3D%2F1200x%2Fsmart%2Ffilters%3Acover%28%29%3Astrip_icc%28%29%2Fi.s3.glbimg.com%2Fv1%2FAUTH_59edd422c0c84a879bd37670ae4f538a%2Finternal_photos%2Fbs%2F2017%2Fy%2FY%2FtvurEnR4Wp2RE8S2LIlg%2Fismai.jpg&_nc_hash=AQD2kMfYdEp3QK3y,8262,6,226,3,4,1155,True
2017-08-01T13:37:02+0000,904277726319518_1493772520703366,crim urbanisticoambiental desculp texta assunt seri desenvolv urban sao paul segu logic desequilibri republ republ paulist paulist far lim la berrin chucr zaidan cham vetor sudo traz duas desvantagens cidad afast desenvolv zon lest onde mor maior populaca induz ocupaca mananc merit plan diretor induz volt centr vetor oestel cham arco tiet reorganiz ocupaca antig varz hoj subaproveit duas med tom viabilizaca definit mudanc ceagesp inic import gesta envi lei arco tiet notic hoj veicul folh revel prefeitur retir lei arco tiet cam municipal desrespeit plan diretor vai encaminh lei arco jurubatub viabiliz vend interlag vez maior parqu august especulaca imobili velh desequilibri sera reforc inves mitig crim urbanisticoambiental infeliz cont cumplic alguns arquitet ate outr dia respeit trist,um crime urbanistico-ambiental desculpem o textao mas o assunto e serio . o desenvolvimento urbano de sao paulo seguiu a logica do desequilibrio . da se para a republica da republica para a paulista da paulista para a faria lima e de la para a berrini e chucri zaidan . esse chamado vetor sudoeste traz duas desvantagens para a cidade : afasta o desenvolvimento da zona leste onde mora a maioria da populacao e induz a ocupacao dos mananciais . um dos meritos do nosso plano diretor e induzir uma volta ao centro vetor oeste-leste pelo chamado arco tiete reorganizando a ocupacao das antigas varzeas hoje subaproveitadas . duas medidas foram tomadas : a viabilizacao definitiva da mudanca do ceagesp uma das iniciativas mais importantes da nossa gestao e o envio da lei do arco tiete . a noticia hoje veiculada pela folha revela que a prefeitura retirou a lei do arco tiete da camara municipal ( desrespeitando o plano diretor ) e vai encaminhar a lei do arco jurubatuba para viabilizar a venda de interlagos ( 40 vezes maior do que o parque augusta ) para a especulacao imobiliaria . os velhos desequilibrios serao reforcados ao inves de mitigados . um crime urbanistico-ambiental que infelizmente conta com a cumplicidade de alguns arquitetos que ate outro dia eu respeitava . triste .,1203,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQDkMNsdZm37Cbx4&url=http%3A%2F%2Ff.i.uol.com.br%2Ffolha%2Fcotidiano%2Fimages%2F17212245.jpeg&_nc_hash=AQCL_H58cbCffTHL,3682,6,47,1191,908,16,True
2017-08-01T01:00:37+0000,904277726319518_1493347450745873,plan diretor premi onuhabitat visit sit urban mund archdaily faz histor,nosso plano diretor premiado pela onu-habitat ( https : //goo.gl/kh6cc2 ) e pelo mais visitado site de urbanismo do mundo o archdaily ( https : //goo.gl/ykr1z6 ) fazendo historia .,457,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQCyxzNhb5tWJ1P0&url=http%3A%2F%2Fimg.estadao.com.br%2Fresources%2Fjpg%2F4%2F8%2F1501465176784.jpg&_nc_hash=AQDW7SF7DtTkckrx,3971,0,26,2,0,558,True
2017-07-31T20:25:05+0000,904277726319518_1492884127458872,quer fech unil artig escrev expresident lul exchancel cels amorim respeit propost fechament unil univers cri promov integraca latinoamerican caribenh fech unil pretext nao apen crim contr jov intelectual continent crim lesapatr,querem fechar a unila artigo que escrevi com o ex-presidente lula e o ex-chanceler celso amorim a respeito da proposta de fechamento da unila universidade que criamos para promover a integracao latino-americana e caribenha . fechar a unila seja qual for o pretexto nao e apenas um crime contra a jovem intelectualidade de nosso continente . e um crime de lesa-patria .,421,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQCPu8fdmQO-pDkF&url=http%3A%2F%2Ff.i.uol.com.br%2Ffolha%2Fcotidiano%2Fimages%2F14205130.jpeg&_nc_hash=AQAZeZ9mCu9Lx66v,1577,3,10,262,196,9,True
2017-07-31T11:10:02+0000,904277726319518_1492760077471277,bom dia viv program contrapont radi trianon sp,bom dia . estou ao vivo no programa contraponto na radio trianon ( sp ),400,added_video,https://scontent-gru2-2.xx.fbcdn.net/v/t15.5256-10/p1080x2048/20569885_1492834980797120_8031506113859944448_n.jpg?_nc_cat=105&_nc_sid=ad6a45&_nc_ohc=PHo5jQqE6SwAX9NFSzW&_nc_ht=scontent-gru2-2.xx&_nc_tp=6&oh=d079cd34e6821456a944a801e9c707cc&oe=5EAEEEB5,1354,4,3,2,1,340,True
2017-07-30T21:10:08+0000,904277726319518_1492288277518457,mort ciclist transit sp sob semestr hoj paulist abert convers alguns ciclist sobr pod estar tras dess numer assust afinal aind algum ciclov sid apag jam explic fenomen unanim afirm desd inici ano comport motor maneir geral alter substancial cidad tod talvez send emit sin inapropri civiliz transit cidad acel pod nao ser melhor com saudaca bem abandon plan mobil urban premi internacional mort tot transit sp vez sub junh fenomen pod nao estar restrit ciclist pedestr ciclist motocicl cidad sao basic mesm ano pass duv mudanc comport part sao elo fragil mobil urban enfim vid perd comentari nao vis critic quer colabor debat alert mudanc pod afet bemest tod,morte de ciclistas no transito de sp sobe 75 % no 1o semestre hoje na paulista aberta conversei com alguns ciclistas sobre o que pode estar por tras desse numero assustador . afinal ainda que algumas ciclovias tenham sido apagadas isso jamais explicaria o fenomeno . eles foram unanimes em afirmar que desde o inicio do ano o comportamento dos motoristas de uma maneira geral tem se alterado substancialmente na cidade como um todo . talvez estejam sendo emitidos sinais inapropriados para civilizar o transito da nossa cidade . `` acelera '' pode nao ser o melhor comando e saudacao bem como o abandono de um plano de mobilidade urbana premiado internacionalmente ( https : //goo.gl/gcf3au ) . as mortes totais no transito de sp por sua vez subiram 24 % em junho ; ou seja o fenomeno pode nao estar restrito aos ciclistas ( https : //goo.gl/eymc8i ) . os pedestres ciclistas e motociclistas da nossa cidade sao basicamente os mesmos do ano passado e duvido que a mudanca de comportamento tenha partido deles que sao o elo mais fragil da mobilidade urbana e enfim tem a vida a perder . o comentario nao visa criticar quem quer que seja mas colaborar com o debate e alertar para uma mudanca que pode afetar o bem-estar de todos nos .,1520,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQB3vx6ycR75qxpT&url=https%3A%2F%2Fs2.glbimg.com%2FMyof7lRTxmk4LcHqDZJCpvrGOno%3D%2F1200x%2Fsmart%2Ffilters%3Acover%28%29%3Astrip_icc%28%29%2Fi.s3.glbimg.com%2Fv1%2FAUTH_59edd422c0c84a879bd37670ae4f538a%2Finternal_photos%2Fbs%2F2017%2FP%2FE%2FIEGGqKRqujBoUN2wYXQA%2Fciclista.jpg&_nc_hash=AQB8N97qD8BJcAAr,4503,2,54,1689,487,27,True
2017-07-30T16:13:44+0000,904277726319518_1492084624205489,thiag romar kandur,thiago romaro kanduras,80,added_video,https://scontent-gru2-1.xx.fbcdn.net/v/t15.5256-10/p526x296/20562516_1492090614204890_6439822862101512192_n.jpg?_nc_cat=107&_nc_sid=ad6a45&_nc_ohc=4N3ff6iocjUAX-6EAL3&_nc_ht=scontent-gru2-1.xx&_nc_tp=6&oh=d216aee9cb45b15baa844a491e131dc3&oe=5EAF07F7,792,1,4,1,0,226,True
2017-07-29T18:51:43+0000,904277726319518_1491327550947863,obrig lul lembr dess dia tao import transformaca tant tam junt abraca,obrigado lula por me lembrar desse dia tao importante . foi uma transformacao e tanto . tamo junto . abracao .,0,shared_story,https://scontent-gru2-1.xx.fbcdn.net/v/t31.0-0/p480x480/20369808_1388895844512745_3356959324281507576_o.jpg?_nc_cat=107&_nc_sid=8024bb&_nc_ohc=p6UqQBMwbI8AX-lUEiq&_nc_ht=scontent-gru2-1.xx&_nc_tp=6&oh=5de810b2bdbdd46cdc3cbede0add44c3&oe=5EAF3210,4557,9,10,2,2,914,True
2017-07-21T20:37:56+0000,904277726319518_1483544038392881,nao viu participaca integr program dialog mari sergi cont globonews,para quem nao viu : minha participacao na integra no programa dialogos do mario sergio conti na globonews .,1347,added_video,https://scontent-gru1-1.xx.fbcdn.net/v/t15.5256-10/20415264_1488029867944298_1335813371122941952_n.jpg?_nc_cat=101&_nc_sid=ad6a45&_nc_ohc=IPuZEhySRW0AX9xBQah&_nc_ht=scontent-gru1-1.xx&oh=4ac41318ddb30dfc0bc18af324a04377&oe=5EACCB12,3927,5,21,0,4,573,True
2017-07-21T14:05:04+0000,904277726319518_1483237301756888,compartilh voc mat resum participaca program dialog ontem globonews,compartilho com voces esta materia que resume minha participacao no programa dialogos ontem na globonews .,441,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQBVbZXsThU729uH&url=fbstaging%3A%2F%2Fgraph.facebook.com%2Fstaging_resources%2FMDExNDgzMjM2NjIxNzU2OTU2Ojg5NDUzODUzMw%3D%3D&_nc_hash=AQCpFGig7H6_CSvR,3357,2,8,0,2,294,True
2017-07-19T16:56:02+0000,904277726319518_1481418545272097,ontem particip encontr nacional estud econom goian convers sobr mudanc paradigm planej cidad brasileir arte ger cidad hoj implic quebr determin paradigm esta arraig sociedad form torn vid urban prazer ocup racional espac urban nao cois direit esquerd govern divers matiz ideolog adot outr cidad mund mesm agend progress fot mid ninj,ontem participei do 43o encontro nacional dos estudantes de economia em goiania e conversamos sobre as mudancas de paradigma no planejamento das cidades brasileiras . a arte de gerir uma cidade hoje implica em quebrar determinados paradigmas que estao arraigados na sociedade de forma a tornar a vida urbana mais prazerosa . ocupar racionalmente o espaco urbano nao e coisa de direita ou de esquerda . governantes de diversos matizes ideologicos adotaram em outras cidades do mundo a mesma agenda progressista . ( foto : midia ninja ),53,added_photos,https://scontent-gru1-1.xx.fbcdn.net/v/t1.0-9/s720x720/20140074_1481418545272097_912782282827201072_n.png?_nc_cat=101&_nc_sid=2d5d41&_nc_ohc=BOhTgrcs-wcAX90hTB7&_nc_ht=scontent-gru1-1.xx&oh=b50e0574678708fa2e8b1d0c3e0f5767&oe=5EAC35DB,897,2,6,0,1,98,True
2017-07-17T11:53:19+0000,904277726319518_1479198438827441,entrev dei folh sao paul,entrevista que dei a folha de sao paulo .,941,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQDLlnfDh6PweGp4&url=http%3A%2F%2Ff.i.uol.com.br%2Ffolha%2Fpoder%2Fimages%2F17197189.jpeg&_nc_hash=AQCdx-u5lsLlNuZX,8136,6,99,10,9,701,True
2017-07-09T23:48:25+0000,904277726319518_1471793972901221,aparec margar,apareceu a margarida,101,added_video,https://scontent-gru2-1.xx.fbcdn.net/v/t15.5256-10/p640x640/19982918_1471795806234371_7874846138061291520_n.jpg?_nc_cat=111&_nc_sid=ad6a45&_nc_ohc=UeblkscdjB0AX-QgerQ&_nc_ht=scontent-gru2-1.xx&_nc_tp=6&oh=cb20ff44b38e7fe03b93be5899a67c65&oe=5EACFCD3,1322,1,6,1,2,264,True
